ID,Profit99,Online99,Age99,Inc99,Tenure99,District99,Profit00,Online00,Billpay99,Billpay00
30219,-188,1,4,3,5.83,1300,,1,1,1
30220,-19,0,2,4,1.91,1200,-7,0,0,0
30221,133,0,,,0.66,1200,,,0,
30222,163,0,4,6,27.66,1100,164,0,0,0
30223,149,0,,,2.08,1200,,,0,
30224,19,0,2,6,6.5,1200,17,0,0,0
30225,388,0,,,4.75,1200,,,0,
30226,-52,0,4,9,4.41,1200,-80,0,0,0
30227,-26,0,2,2,4.33,1200,-29,0,0,0
30228,1320,0,7,1,34.83,1200,126,0,0,0
30229,-68,0,5,7,5.41,1200,-30,0,0,0
30230,470,0,4,3,6.5,1200,383,0,0,0
30231,38,0,3,4,20.58,1200,1,0,0,0
30232,-202,1,,,1.58,1200,,,0,
30233,-205,0,2,7,12.5,1200,-174,0,0,0
30234,-36,0,,,9,1200,-46,0,0,0
30235,-34,0,2,3,19.41,1200,-58,0,0,0
30236,-33,0,2,6,4.58,1200,,,0,
30237,-44,0,3,6,3.33,1200,-41,0,0,0
30238,20,0,1,,2.33,1200,-32,1,0,1
30239,102,0,4,7,1.25,1200,460,0,0,0
30240,223,0,,,11,1300,,,0,
30241,650,1,2,9,1.58,1200,1319,1,1,1
30242,-122,0,3,6,7.41,1200,255,0,0,0
30243,37,1,,,12.75,1300,27,1,0,0
30244,141,0,3,7,13.58,1200,457,0,0,0
30245,-32,0,2,7,7.5,1200,,,0,
30246,2,1,6,8,20.66,1300,178,1,0,0
30247,-1,0,4,6,3.83,1200,-19,0,0,0
30248,858,0,7,8,32.83,1200,414,0,0,0
30249,-45,1,,,1.16,1300,3,0,0,0
30250,-39,0,3,7,5.91,1200,-116,0,0,0
30251,-55,0,,,12.58,1200,,,0,
30252,72,0,2,4,3.5,1100,65,0,0,0
30253,-93,0,2,4,3.83,1100,-91,0,0,0
30254,514,0,,,1.75,1200,,,0,
30255,-160,0,,,6.33,1300,,,0,
30256,41,0,5,5,32.58,1100,85,0,0,0
30257,94,0,4,,4.91,1300,26,0,0,0
30258,-64,1,1,3,3.58,1200,,,0,
30259,182,0,5,6,14.58,1200,184,0,0,0
30260,38,0,6,4,19,1200,,,0,
30261,661,0,7,9,30.58,1200,139,0,0,0
30262,44,1,4,9,3.91,1200,258,1,1,1
30263,77,0,4,6,3.41,1300,50,0,0,0
30264,-1,1,,,6.66,1200,,,1,
30265,-31,0,4,5,14.58,1100,-51,0,0,0
30266,-4,0,,5,14.41,1200,-4,0,0,0
30267,-18,0,,,7.41,1200,101,0,0,0
30268,288,0,4,6,9.58,1200,305,0,0,0
30269,207,0,7,2,10.58,1300,214,0,0,0
30270,135,0,6,6,24,1200,18,0,0,0
30271,17,0,2,6,5.91,1200,73,0,0,0
30272,30,0,5,9,14.58,1200,-75,0,0,0
30273,-40,0,4,5,2.25,1300,-56,0,0,0
30274,501,0,5,9,19.41,1200,493,0,0,0
30275,-139,0,5,4,11.25,1300,-77,0,0,0
30276,-95,0,,,17.91,1200,-111,0,0,0
30277,147,0,2,5,20.16,1200,102,0,0,0
30278,-58,0,3,9,15.08,1200,-51,0,0,0
30279,-42,0,4,4,6.5,1200,-58,1,0,0
30280,1135,0,7,9,21.25,1300,1836,0,0,0
30281,-20,0,4,,0.58,1200,-62,1,0,0
30282,-20,1,,,15.58,1200,,,0,
30283,1537,0,7,3,41.16,1300,623,0,0,0
30284,48,0,1,1,2.41,1200,48,0,0,0
30285,15,0,,,0.41,1200,,,0,
30286,-59,0,2,4,3.58,1100,,,0,
30287,-64,0,4,8,24.08,1200,-117,0,0,0
30288,-36,0,3,3,7.75,1200,-45,0,0,0
30289,190,0,7,8,38.75,1200,316,0,0,0
30290,-9,0,6,6,0.41,1300,11,0,0,0
30291,-117,0,,,4.66,1200,,,0,
30292,183,0,7,5,6.33,1200,153,0,0,0
30293,33,0,2,6,3.75,1200,-3,0,0,0
30294,196,0,6,6,14.91,1200,236,0,0,0
30295,4,0,4,9,7.5,1200,437,0,0,0
30296,80,0,3,3,6.08,1200,,,0,
30297,179,0,,8,17.25,1200,298,0,0,0
30298,-49,0,4,3,6.83,1100,,,0,
30299,31,0,4,9,5.41,1200,0,0,0,0
30300,360,0,6,5,14.33,1200,,,0,
30301,-6,0,4,1,2.33,1200,-9,0,0,0
30302,110,0,2,6,7.66,1300,,,0,
30303,-71,0,6,2,4.58,1300,-67,0,0,0
30304,303,0,,,25.08,1200,143,0,0,1
30305,544,0,4,7,7.58,1100,722,0,0,0
30306,-38,0,,,2.75,1200,,,0,
30307,240,0,3,8,12.75,1200,232,0,0,0
30308,96,0,2,,3.41,1200,-14,0,0,0
30309,-53,0,,,2.08,1200,,,0,
30310,767,0,3,8,8,1300,648,0,0,0
30311,625,0,3,6,15.83,1200,659,0,0,0
30312,70,0,,,3.41,1100,,,0,
30313,25,0,,,0.58,1200,,,0,
30314,-93,0,,,7.5,1200,,,0,
30315,-27,1,,,1.91,1200,423,0,0,0
30316,149,1,2,7,0.66,1200,159,1,1,0
30317,29,0,5,2,5.08,1300,118,0,0,0
30318,-33,0,4,6,9.25,1200,-16,0,0,0
30319,0,0,3,4,1.58,1300,-23,0,0,0
30320,-29,1,4,7,9.08,1200,1,1,0,0
30321,-51,1,,,9.5,1100,,,0,
30322,2,0,,,19.5,1200,,,0,
30323,-3,0,,,2.5,1200,,,0,
30324,-29,0,1,1,2.41,1200,27,0,0,0
30325,-46,0,3,4,7.66,1100,-62,0,0,0
30326,-6,0,,,5.41,1200,15,0,0,0
30327,238,0,6,1,19.41,1200,230,0,0,0
30328,28,0,2,6,13.66,1200,-19,0,0,0
30329,80,0,3,7,14.66,1200,-32,0,0,0
30330,78,0,,,19.08,1100,96,0,0,0
30331,179,0,4,6,4,1200,2838,0,0,0
30332,-67,0,3,5,6.75,1200,96,0,0,0
30333,1,0,2,6,4.16,1200,-22,0,0,0
30334,-28,0,5,7,6.25,1200,13,1,0,0
30335,-50,0,3,7,4.58,1100,-46,0,0,0
30336,3,0,3,2,2.75,1300,2,0,0,0
30337,7,0,7,4,9.41,1200,-25,0,0,0
30338,-38,0,,,1.25,1200,,,0,
30339,1033,0,6,4,18.41,1300,933,0,0,0
30340,40,0,4,6,15.66,1200,29,0,0,0
30341,90,1,4,5,17.25,1100,108,1,0,0
30342,-46,0,3,5,7.25,1200,-47,0,0,0
30343,19,0,4,7,13.41,1300,30,0,0,0
30344,7,0,3,6,10.75,1200,,,0,
30345,-28,0,4,1,10,1200,-29,0,0,0
30346,-79,0,,,1.83,1200,,,0,
30347,272,0,4,6,5.16,1200,178,0,0,0
30348,50,0,4,9,20.75,1200,126,0,0,0
30349,50,0,6,6,17.58,1300,163,0,0,0
30350,13,0,,,1,1200,-51,0,0,0
30351,-32,0,,,3.5,1200,-64,0,0,0
30352,146,0,6,6,10.16,1200,207,0,0,0
30353,-66,0,5,6,11.08,1300,-133,0,0,0
30354,46,0,,,9.75,1300,,,0,
30355,351,0,4,9,19.25,1200,356,0,0,0
30356,-92,0,3,3,1.83,1200,,,0,
30357,-61,0,4,6,8,1300,-44,0,0,0
30358,-24,0,4,2,21.08,1200,-24,0,0,0
30359,6,1,5,9,33.41,1200,-58,1,0,0
30360,-46,0,,,11.25,1200,,,0,
30361,4,0,,,7,1200,,,0,
30362,310,0,,2,3.33,1200,179,0,0,0
30363,204,0,4,6,0.66,1200,256,0,0,0
30364,-28,0,5,2,5.91,1200,74,0,0,0
30365,221,0,3,6,8.41,1300,709,0,0,0
30366,-42,0,6,7,2.91,1200,-32,0,0,0
30367,-14,0,4,9,2.75,1200,-9,0,0,0
30368,24,0,1,3,1.75,1200,18,0,0,0
30369,218,0,4,6,8.08,1200,184,0,0,0
30370,-86,1,2,1,3.41,1200,-46,1,0,0
30371,199,0,3,7,12.5,1200,189,0,0,0
30372,94,0,3,4,22.25,1200,157,0,0,0
30373,-113,0,,,4.41,1200,,,0,
30374,49,1,2,5,5.16,1200,36,1,0,1
30375,124,1,,,15.5,1200,180,1,0,1
30376,455,0,3,9,19.16,1200,369,0,0,0
30377,109,0,5,4,11.41,1200,28,0,0,0
30378,-61,1,5,7,7.41,1200,-47,1,0,1
30379,-35,0,3,7,3.41,1200,-6,0,0,0
30380,212,0,4,4,0.75,1200,,,0,
30381,-210,0,4,4,15.25,1100,-225,0,0,0
30382,-37,0,,,15.5,1200,88,0,0,0
30383,-7,0,3,3,8.25,1200,-239,1,0,0
30384,683,0,7,6,5.91,1200,711,0,0,0
30385,-49,1,4,6,3.75,1300,-16,1,1,1
30386,205,1,4,9,8.08,1200,96,1,0,0
30387,155,0,5,7,23.25,1200,202,0,0,0
30388,-49,0,3,1,3.33,1100,-5,1,0,0
30389,11,0,4,1,16.41,1200,5,0,0,0
30390,-34,0,3,4,10.66,1200,-24,0,0,0
30391,215,0,,,7.41,1200,255,0,0,0
30392,55,0,3,3,10.66,1200,15,0,0,0
30393,-104,1,,,9.58,1200,406,1,0,0
30394,0,0,3,6,3.41,1100,-48,0,0,0
30395,298,0,3,7,4.75,1200,39,0,0,0
30396,128,0,7,6,14.5,1200,202,0,0,0
30397,-34,0,3,7,3.33,1200,266,0,0,0
30398,12,0,4,6,11,1200,15,1,0,0
30399,-29,0,,,15.33,1200,,,0,
30400,-2,0,3,7,8,1200,176,0,0,0
30401,32,0,4,8,7.33,1100,179,0,0,0
30402,-58,0,,,4.91,1200,-38,0,0,0
30403,338,0,7,5,7.33,1200,376,0,0,0
30404,-41,0,2,3,4.58,1200,-59,0,0,0
30405,-5,0,1,3,0.91,1200,-9,1,0,0
30406,-6,0,5,2,3.08,1200,-19,0,0,0
30407,29,0,5,5,10.5,1200,-13,0,0,0
30408,-1,0,,,5.58,1100,-10,0,0,0
30409,-34,0,2,6,1.16,1200,13,0,0,0
30410,-9,0,,,29.25,1200,,,0,
30411,11,1,2,3,6.41,1200,10,1,0,0
30412,-27,0,3,,0.75,1200,-27,0,0,0
30413,-54,1,3,8,4.58,1200,-121,1,1,1
30414,-29,0,,,0.75,1200,,,0,
30415,22,0,3,5,14.33,1200,-17,0,0,0
30416,-37,0,1,,1.66,1200,11,0,0,0
30417,-22,0,5,1,10.08,1200,-31,0,0,0
30418,417,0,5,9,12.25,1200,446,0,0,0
30419,304,1,4,8,11.66,1200,440,1,1,1
30420,146,0,,,30.08,1200,122,0,0,0
30421,46,0,6,4,0.5,1100,-84,0,0,0
30422,-81,0,1,5,4.08,1200,-117,0,0,0
30423,30,0,3,8,1.66,1200,255,0,0,0
30424,42,0,2,7,4,1200,61,0,0,0
30425,68,0,3,6,3.66,1200,563,0,0,0
30426,105,0,2,5,6.41,1200,132,1,0,0
30427,-33,0,5,6,28.33,1200,-78,0,0,0
30428,51,1,3,5,7.25,1100,-22,0,0,0
30429,29,0,,,1.41,1300,,,0,
30430,214,0,4,9,16,1200,86,0,0,0
30431,445,0,,,5.5,1200,129,0,0,0
30432,-2,0,,,3.58,1200,,,0,
30433,-31,1,3,3,6.5,1200,195,1,0,0
30434,2,0,,,0.58,1200,-25,0,0,0
30435,167,0,6,6,14.66,1300,123,0,0,0
30436,157,0,,,5.58,1200,,,0,
30437,90,0,,,4.91,1300,,,0,
30438,-27,0,4,5,10.41,1200,36,0,0,0
30439,1096,0,5,9,19.41,1200,335,0,0,0
30440,177,0,,,7.16,1200,303,0,0,0
30441,-58,0,,,15.91,1200,172,0,0,0
30442,-15,0,3,4,0.83,1300,-6,0,0,0
30443,38,0,5,9,13.33,1200,32,0,0,0
30444,551,0,6,9,4,1200,412,0,0,0
30445,-29,0,4,5,7.41,1200,68,0,0,0
30446,130,1,2,3,3.91,1200,125,1,1,1
30447,-33,0,,,6.25,1100,-20,0,0,0
30448,-29,0,,,5.91,1200,-28,0,0,0
30449,161,0,,,2.83,1300,,,0,
30450,134,0,,,2.41,1200,177,0,0,0
30451,436,1,,,31.25,1200,94,1,0,0
30452,16,0,,,6.33,1100,,,0,
30453,743,0,,,28.91,1200,214,0,0,0
30454,55,0,7,5,21.16,1300,-107,0,0,0
30455,-127,0,6,1,23.41,1200,-130,0,0,0
30456,240,0,5,6,2.91,1200,1042,0,0,0
30457,64,0,7,1,30.75,1100,152,0,0,0
30458,25,0,4,9,13.33,1200,30,0,0,0
30459,-16,0,3,9,8.08,1200,-10,1,0,0
30460,-39,0,4,2,2,1200,103,0,0,0
30461,236,0,7,8,8.91,1200,,,0,
30462,-45,0,4,9,4,1200,-70,1,0,1
30463,-36,0,,,0.58,1200,-25,0,0,0
30464,602,1,4,6,5.33,1200,606,1,0,0
30465,-27,1,,,19.41,1300,,,0,
30466,-89,0,3,4,1.41,1100,-55,0,0,0
30467,533,0,7,3,20.08,1300,407,0,0,0
30468,-60,1,2,6,6.16,1200,179,1,0,0
30469,64,0,3,8,13.58,1200,243,0,0,0
30470,1,0,,,5.75,1200,,,0,
30471,-117,1,3,8,3.75,1200,-100,1,0,0
30472,-40,1,2,6,0.66,1200,53,1,0,0
30473,13,0,,,11.5,1200,382,0,0,0
30474,-57,0,5,5,16.08,1200,35,0,0,0
30475,-12,1,3,1,3.41,1200,-30,1,0,0
30476,-31,0,,,4.91,1200,-31,0,0,0
30477,-135,1,2,4,5.33,1200,47,1,0,1
30478,-31,0,4,5,5.41,1200,-31,0,0,0
30479,117,1,5,6,1.66,1200,193,1,0,0
30480,355,0,1,6,6.08,1300,237,0,0,0
30481,-61,0,4,5,14.41,1200,-121,0,0,0
30482,-5,0,,,5,1200,,,0,
30483,103,0,4,7,6.83,1100,372,0,0,0
30484,362,0,3,9,13.83,1200,37,0,0,0
30485,104,0,,,6.25,1200,1,0,0,0
30486,-29,0,,,4.66,1200,,,0,
30487,-127,0,6,5,4.5,1200,-122,0,0,0
30488,0,0,3,6,5.08,1300,-28,0,0,0
30489,153,0,4,9,15,1200,169,0,0,0
30490,2,0,4,1,17.5,1200,80,0,0,0
30491,-3,0,7,6,22.08,1200,46,0,0,0
30492,-60,0,,,4.33,1300,-35,1,0,0
30493,-19,0,5,9,10.75,1200,-20,0,0,0
30494,116,0,2,8,26.58,1300,362,0,0,0
30495,-17,1,4,8,13.66,1200,-18,0,0,0
30496,-11,0,5,9,18.58,1200,2,0,0,0
30497,446,0,3,7,1.41,1200,,,0,
30498,-1,0,,,1.75,1300,10,0,0,0
30499,56,0,3,7,3.75,1200,112,0,0,0
30500,-47,1,,,2.5,1200,,,0,
30501,11,0,6,3,31.33,1200,-31,0,0,0
30502,177,0,,,11.75,1200,,,0,
30503,-15,0,4,6,1.5,1200,-67,0,0,0
30504,124,0,5,5,27.5,1200,144,0,0,0
30505,160,0,4,9,5.33,1200,520,1,0,0
30506,-68,0,5,6,3.16,1300,-65,0,0,0
30507,-20,0,3,3,2,1200,-24,0,0,0
30508,270,0,7,1,4.58,1100,150,0,0,0
30509,60,1,,,0.58,1200,23,1,0,0
30510,-38,0,4,9,6.66,1200,12,0,0,0
30511,122,0,2,4,0.83,1200,91,0,0,0
30512,279,0,3,1,9.91,1100,319,0,0,0
30513,-5,0,,,0.66,1300,,,0,
30514,487,0,4,8,9.91,1200,724,0,0,0
30515,-30,0,,4,0.75,1200,-30,0,0,0
30516,-15,0,,,14.16,1200,,,0,
30517,-5,0,4,1,2.41,1200,-31,0,0,0
30518,-24,0,,,5.08,1200,,,0,
30519,-67,0,3,6,15.5,1200,-123,1,0,0
30520,107,0,4,7,6.91,1200,327,0,0,0
30521,16,1,3,6,10.66,1100,297,0,1,0
30522,581,0,7,5,36.58,1200,85,0,0,0
30523,119,0,7,4,23.75,1200,17,0,0,0
30524,339,1,,,0.41,1200,275,1,1,1
30525,-31,0,5,6,14.5,1300,-31,0,0,0
30526,278,0,4,7,21.41,1200,348,0,0,0
30527,-97,0,,,17.5,1200,,,0,
30528,19,0,,,4.08,1200,,,0,
30529,405,0,5,,9.58,1200,-26,0,0,0
30530,-19,0,,,8.83,1100,244,0,0,0
30531,399,0,4,7,4,1200,841,0,0,0
30532,36,0,7,5,4.33,1200,36,0,0,0
30533,92,1,,,10.58,1200,,,0,
30534,-114,0,3,7,3.83,1200,-42,0,0,0
30535,6,0,6,3,8.16,1200,18,0,0,0
30536,-106,0,5,5,11,1200,-143,0,0,0
30537,286,0,3,9,7.25,1200,333,0,0,0
30538,-61,0,3,7,4.33,1200,-61,0,0,0
30539,46,0,7,6,25.33,1200,46,0,0,0
30540,257,0,5,7,12.41,1200,305,0,0,0
30541,-16,0,3,5,0.66,1300,-49,0,0,0
30542,186,0,3,7,11.66,1200,371,1,0,0
30543,514,0,2,8,2,1200,359,0,0,0
30544,11,0,,,3.83,1100,,,0,
30545,-41,0,,,0.75,1300,,,0,
30546,-53,0,,,0.83,1200,-58,0,0,0
30547,399,0,6,7,13.41,1200,196,0,0,0
30548,576,0,4,7,20.33,1200,535,0,0,0
30549,-110,0,4,,4.41,1200,-2,0,0,0
30550,-23,0,2,6,2.33,1200,-82,0,0,0
30551,-56,0,3,3,2.08,1200,-54,0,0,0
30552,279,1,2,6,8.16,1200,68,1,0,0
30553,179,0,,,0.5,1200,,,0,
30554,307,0,5,5,13.16,1200,268,0,0,0
30555,-183,1,,,7.41,1200,,,0,
30556,-23,0,4,4,23.16,1200,,,0,
30557,278,0,7,3,31.08,1200,561,0,0,0
30558,-23,1,2,5,7.5,1300,-21,1,1,1
30559,-83,0,5,1,12.41,1200,,,0,
30560,440,0,4,5,3.16,1100,528,0,0,0
30561,-165,0,6,,8.58,1200,-165,0,0,0
30562,-112,0,4,6,4.66,1200,-137,1,0,0
30563,4,0,4,8,13.25,1200,5,0,0,0
30564,-19,0,,,1.16,1200,157,0,0,0
30565,-7,0,4,6,11.25,1200,79,0,0,0
30566,32,0,5,5,25.91,1200,-84,1,0,0
30567,2,0,2,5,7.33,1200,-166,0,0,0
30568,-200,0,4,5,6.5,1200,-165,0,0,0
30569,17,1,3,6,8.16,1300,52,0,0,0
30570,-75,1,,,0.66,1200,,,0,
30571,17,0,,,1.5,1300,,,0,
30572,71,0,,,11.41,1200,-178,1,0,0
30573,-3,0,,,0.66,1200,,,0,
30574,78,0,7,9,24.5,1200,74,0,0,0
30575,-45,0,,,4.41,1200,-35,0,0,0
30576,227,0,4,9,1.83,1300,227,0,0,0
30577,12,0,2,1,5.08,1200,-26,0,0,0
30578,204,0,,,22.25,1200,,,0,
30579,-45,0,,,6.5,1100,,,0,
30580,-37,0,,,3.33,1200,320,1,0,0
30581,-44,0,2,,29,1200,35,1,0,0
30582,207,1,4,3,12,1200,155,1,0,0
30583,-48,0,3,3,5.41,1200,-9,1,0,1
30584,-2,0,,,9.41,1200,-2,0,0,0
30585,-78,0,3,4,5.25,1200,23,0,0,0
30586,23,0,2,6,7,1200,-27,0,0,0
30587,-20,0,,,8.75,1200,-41,0,0,0
30588,111,0,3,7,15.08,1300,-38,0,0,0
30589,-26,0,3,6,26.5,1100,-20,0,0,0
30590,199,0,4,9,19.25,1200,210,0,0,0
30591,153,0,,,17.16,1200,160,0,0,0
30592,-27,0,4,1,5.33,1200,-25,0,0,0
30593,214,0,,,6.5,1200,,,0,
30594,-100,0,,,25.25,1200,-106,1,0,0
30595,13,0,3,,3.66,1200,116,0,0,0
30596,95,0,,,0.5,1300,,,0,
30597,-23,0,,,4.83,1100,,,0,
30598,-40,1,4,6,1.66,1200,-160,1,0,0
30599,-21,0,3,1,1.16,1200,-34,0,0,0
30600,-31,0,,,5.33,1100,-31,0,0,0
30601,33,0,4,9,18.66,1200,71,1,0,0
30602,-33,0,3,5,5.66,1200,-1,0,0,0
30603,383,1,7,9,11,1200,947,1,1,0
30604,133,0,3,5,13.16,1200,140,0,0,0
30605,-59,0,5,3,10.5,1200,-59,0,0,0
30606,3,0,4,6,9,1200,,,0,
30607,-35,0,,,4.75,1200,-75,0,0,0
30608,-35,0,2,3,3.25,1200,,,0,
30609,-11,0,,,2.16,1200,,,0,
30610,-28,0,2,1,4.91,1300,-29,0,0,0
30611,10,0,5,6,4.83,1200,-37,0,0,0
30612,-73,0,3,8,9.91,1100,328,0,0,0
30613,-17,0,4,1,6.33,1300,109,0,0,0
30614,-5,0,2,3,9.16,1200,-5,0,0,0
30615,-25,0,,,35.16,1200,-6,0,0,0
30616,-26,0,4,3,24.75,1200,2,0,0,0
30617,-88,0,,,6.25,1200,,,0,
30618,-24,0,,2,3.33,1200,-20,0,0,0
30619,36,0,4,7,3.5,1200,-1,0,0,0
30620,-89,0,6,5,29.91,1100,45,0,0,0
30621,-31,0,,,4.75,1200,-31,0,0,0
30622,10,0,,,7.25,1100,,,0,
30623,337,0,2,6,2,1200,355,0,0,0
30624,-32,0,5,1,34,1200,-23,0,0,0
30625,-1,0,,,2.08,1200,,,0,
30626,-29,0,,,5.83,1200,-35,0,0,0
30627,428,0,3,5,9.5,1200,365,0,0,0
30628,40,0,4,9,14.16,1200,68,0,0,0
30629,-38,0,4,6,7.66,1200,-73,0,0,0
30630,1084,1,5,9,25.33,1200,933,1,0,1
30631,681,0,4,6,21.66,1200,328,0,0,0
30632,10,1,2,6,3.16,1200,-16,1,1,0
30633,393,0,4,7,16,1200,268,1,0,0
30634,-19,0,,,0.41,1200,-88,1,0,1
30635,14,0,3,3,3.5,1300,1,0,0,0
30636,297,1,3,8,4.66,1200,19,1,0,0
30637,-178,0,5,5,25.91,1200,-153,0,0,0
30638,-9,0,4,1,3,1200,167,0,0,0
30639,-68,0,4,6,3,1200,-66,0,0,0
30640,316,0,5,9,16.41,1200,206,0,0,0
30641,-75,1,1,3,2.66,1200,-20,1,0,0
30642,47,0,,,3.5,1200,191,1,0,0
30643,-41,0,,7,2.58,1200,-30,0,0,0
30644,465,0,5,8,31.75,1200,607,0,0,0
30645,18,0,5,1,7.16,1200,-41,0,0,0
30646,16,0,,,16.16,1300,,,0,
30647,-74,1,3,6,9.16,1200,-154,1,0,0
30648,148,0,,,22.08,1300,,,0,
30649,367,0,4,9,14.16,1200,640,0,0,0
30650,-57,0,6,6,11,1200,-57,0,0,0
30651,-40,0,1,7,4.08,1200,-28,0,0,0
30652,-4,0,,,3.33,1100,,,0,
30653,438,0,3,5,8.16,1200,485,1,0,0
30654,436,1,3,6,13.33,1200,126,1,0,0
30655,-137,0,4,9,0.75,1200,90,0,0,0
30656,-64,0,3,9,7.16,1200,-59,0,0,0
30657,144,0,3,2,13.16,1200,42,0,0,0
30658,126,0,5,7,26.75,1200,151,0,0,0
30659,-26,0,1,6,2.08,1200,-17,0,0,0
30660,391,0,2,7,6.83,1200,448,0,0,0
30661,-116,0,5,1,3.58,1100,-219,0,0,0
30662,14,0,6,7,10.75,1200,15,0,0,0
30663,56,0,6,4,24.16,1200,132,0,0,0
30664,-40,0,5,,15.41,1100,-48,0,0,0
30665,249,0,5,6,17.41,1200,-34,0,0,0
30666,-8,0,5,3,11.5,1200,113,0,0,0
30667,195,0,5,7,8.08,1200,394,0,0,0
30668,-32,0,3,7,9.25,1200,,,0,
30669,196,0,7,1,13.08,1200,258,0,0,0
30670,-12,0,,,7.16,1200,-3,0,0,0
30671,64,0,3,1,1.66,1100,3,0,0,0
30672,115,0,,,3.16,1200,-26,0,0,0
30673,-46,0,3,6,2.75,1100,-5,0,0,0
30674,-27,0,4,3,0.5,1200,10,0,0,0
30675,314,0,,,6.41,1200,,,0,
30676,-9,0,,,5.58,1200,580,0,0,0
30677,304,0,4,9,4.75,1100,235,0,0,0
30678,124,0,6,3,2.25,1200,70,0,0,0
30679,787,0,3,9,16.08,1200,879,0,0,0
30680,167,0,5,9,13.5,1200,172,0,0,0
30681,-21,0,,,11.58,1300,-20,0,0,0
30682,140,0,,,25.16,1200,1824,0,0,0
30683,201,0,5,3,20.58,1200,271,0,0,0
30684,-29,0,5,6,27.16,1200,133,0,0,0
30685,-54,0,3,1,11.66,1200,-44,0,0,0
30686,276,0,5,6,11.91,1200,243,0,0,0
30687,118,0,,,1.33,1200,,,0,
30688,94,0,,,12.58,1200,,,0,
30689,1155,0,5,4,30.66,1300,2245,0,0,0
30690,216,1,2,6,2,1200,18,1,0,0
30691,88,0,4,6,7.58,1200,10,0,0,0
30692,79,0,5,,1.75,1200,,,0,
30693,34,0,6,4,27.33,1200,8,0,0,0
30694,193,0,,,10.33,1200,,,0,
30695,615,0,4,6,5.16,1200,422,0,0,0
30696,24,0,6,6,29.91,1200,40,0,0,0
30697,-66,0,6,3,0.58,1200,-38,0,0,0
30698,-111,1,,,2.91,1200,-67,1,0,0
30699,-78,0,,,22.66,1100,-63,0,0,0
30700,13,0,7,3,0.75,1200,-8,0,0,0
30701,191,0,2,7,7.91,1200,230,0,0,0
30702,119,0,6,9,6.33,1200,322,0,0,0
30703,94,0,3,4,10.66,1300,56,0,0,0
30704,0,0,2,6,1.91,1200,-65,0,0,0
30705,-27,0,2,3,7.41,1200,152,1,0,0
30706,149,0,7,9,5.08,1200,13,0,0,0
30707,4,0,2,2,4.91,1200,-123,0,0,0
30708,13,0,7,7,3.66,1200,-47,0,0,0
30709,-28,0,,,0.41,1200,-19,0,0,0
30710,83,0,2,8,6.75,1200,177,1,0,0
30711,144,0,,,25.66,1200,,,0,
30712,-70,1,2,3,14.25,1200,-41,1,0,0
30713,-210,1,3,8,13.25,1200,-200,1,0,0
30714,74,0,3,6,6.66,1100,368,0,0,0
30715,247,0,,,0.16,1100,17,0,0,0
30716,11,0,,,8.91,1100,12,0,0,0
30717,-117,0,6,6,11.25,1200,-85,0,0,0
30718,76,0,3,4,13.25,1200,121,0,0,0
30719,549,0,1,6,2.5,1200,-9,0,0,0
30720,124,0,3,7,6.83,1300,123,0,0,0
30721,30,0,5,4,19.08,1300,-96,1,0,0
30722,352,0,7,3,10.83,1200,228,0,0,0
30723,720,1,4,9,1.25,1200,693,1,0,1
30724,-38,1,3,9,0.25,1200,-11,1,0,0
30725,204,0,3,8,16.58,1200,313,0,0,0
30726,97,0,4,4,10.5,1200,125,1,0,0
30727,-127,0,3,4,21.58,1300,-110,0,0,0
30728,655,0,4,6,15.75,1100,40,0,0,0
30729,220,1,3,9,5.5,1300,154,1,0,1
30730,-31,0,,,9.5,1200,-40,0,0,0
30731,203,0,4,6,10.5,1200,-10,0,0,0
30732,-30,0,,,0.58,1100,,,0,
30733,-58,0,,,7.83,1200,-28,0,0,0
30734,1818,0,3,6,2.75,1200,,,0,
30735,-57,1,3,5,3.5,1200,-52,1,0,0
30736,-27,0,,,6.08,1200,,,0,
30737,229,1,,,10.83,1200,224,1,0,0
30738,-82,1,,,12.58,1200,,,0,
30739,678,0,4,9,15.25,1200,834,1,0,1
30740,-19,0,4,4,10.91,1200,-6,0,0,0
30741,377,0,7,1,17.08,1200,466,0,0,0
30742,-97,0,1,6,2.41,1200,,,0,
30743,53,0,6,3,19.41,1300,-23,0,0,0
30744,-33,0,,,9.58,1200,,,0,
30745,224,0,4,9,23.41,1200,229,0,0,0
30746,189,0,7,1,4.91,1300,,,0,
30747,66,0,7,6,28.41,1200,28,0,0,0
30748,-20,0,2,7,1.66,1200,-17,0,0,0
30749,-81,0,,,4.91,1200,-117,0,0,0
30750,158,0,4,6,2.91,1200,159,0,0,0
30751,5,0,3,5,4.75,1200,608,0,0,0
30752,56,0,7,3,7.58,1200,107,0,0,0
30753,262,0,4,9,18.83,1200,358,0,0,0
30754,49,0,,,8.25,1200,,,0,
30755,163,0,6,9,5.16,1200,188,0,0,0
30756,84,0,2,9,8.58,1200,-70,1,0,0
30757,326,0,3,6,8.33,1100,519,0,0,0
30758,238,0,5,8,1.66,1200,203,0,0,0
30759,-107,0,2,2,3.5,1200,-125,0,0,0
30760,-31,0,2,1,1.41,1200,-31,0,0,0
30761,-13,0,,,1.5,1100,,,0,
30762,48,0,,,9.5,1200,36,0,0,0
30763,204,0,5,3,17.16,1200,167,1,0,0
